tconst,originalTitle,genres
tt2278871,La vie d'Adèle,"Drama,Romance"
tt2290129,Arrêtez-moi,"Drama,Mystery,Thriller"
tt2315200,"Les garçons et Guillaume, à table!",Comedy
tt2316801,La belle et la bête,"Drama,Family,Fantasy"
tt2319018,100% cachemire,Comedy
tt2321405,Ma vie de Courgette,"Animation,Comedy,Drama"
tt2342207,Mais qui a re-tué Pamela Rose?,Comedy
tt2354215,La marque des anges - Miserere,Thriller
tt2368672,Minuscule: La vallée des fourmis perdues,"Action,Adventure,Animation"
tt2370378,Bejbi blues,Drama
tt23741324,Divertimento,"Biography,Drama,Music"
tt2379318,Les beaux jours,"Drama,Romance"
tt23875604,Thugs of Ramaghada,"Crime,Drama"
tt2397489,L'antisémite,Comedy
tt2398149,J'accuse,"Drama,History,Thriller"
tt2404461,Le passé,"Drama,Mystery"
tt2416376,Swim Little Fish Swim,"Comedy,Drama,Music"
tt24246948,Le Cle Rouge,Comedy
tt2441982,Les visiteurs: La révolution,"Comedy,Fantasy"
tt2486148,Lac Mystère,"Comedy,Crime,Drama"
tt2511670,La jalousie,Drama
tt2522934,La confrérie des larmes,Thriller
tt2538654,Boule & Bill,"Comedy,Family"
tt25750424,Voyages en Italie,"Comedy,Romance"
tt2586120,Le fidèle,"Crime,Drama,Romance"
tt25971180,Les choses simples,Comedy
tt2609222,Quai d'Orsay,Comedy
tt2610468,Autrui,Drama
tt2624626,La maison du pêcheur,"Biography,Crime,Drama"
tt2625968,Early Winter,Drama
tt26259838,Les hasards (de la vie),Comedy
tt26347358,Notre corps,Documentary
tt26749243,"Des hommes, la nuit","Comedy,Drama"
tt2707858,Yves Saint Laurent,"Biography,Drama"
tt27128442,Notre tout petit petit mariage,Comedy
tt27128451,Pour l'honneur,"Comedy,Sport"
tt27159517,Ici Brazza,Documentary
tt2717528,Miraculum,Drama
tt2737050,"Deux jours, une nuit",Drama
tt27416499,Le prix du passage,"Drama,Thriller"
tt2747786,Il était une fois les Boys,"Comedy,Drama,Romance"
tt2752200,Jeune et Jolie,"Drama,Romance"
tt27530851,Ma langue au chat,"Comedy,Drama"
tt2788556,Gemma Bovery,"Comedy,Drama,Romance"
tt2800240,Qu'est-ce qu'on a fait au bon Dieu?,Comedy
tt2806878,De guerre lasse,"Crime,Drama,Thriller"
tt2833074,1987,"Biography,Comedy,Drama"
tt2836252,Fiston,Comedy
tt2909008,Le vrai du faux,Drama
tt2935564,La French,"Action,Crime,Thriller"
tt2936180,Loin des hommes,"Drama,War"
tt2969776,Le crocodile du Botswanga,Comedy
tt3013602,Babysitting,Comedy
tt3061594,Voyoucratie,"Drama,Thriller"
tt3092076,"Les trois frères, le retour",Comedy
tt3094322,Papa lumière,Drama
tt3098306,Sous les jupes des filles,"Comedy,Romance"
tt3101260,L'année prochaine,Drama
tt3198638,À la vie,Drama
tt3202098,Lou! Journal infime,Comedy
tt3202120,Barbecue,Comedy
tt3218580,Alléluia,"Crime,Horror,Romance"
tt3281684,La gang des hors-la-loi,"Drama,Family,Sport"
tt3320632,Les jours heureux,Documentary
tt3324286,Un village presque parfait,Comedy
tt3324494,La prochaine fois je viserai le coeur,"Crime,Drama,Thriller"
tt3327994,Human,Documentary
tt3332410,L'apprenti Père Noël et le flocon magique,"Adventure,Animation,Comedy"
tt3399024,Samba,"Comedy,Drama,Romance"
tt3422078,Avril et le monde truqué,"Adventure,Animation,Comedy"
tt3433632,L'affaire SK1,"Crime,Drama"
tt3456414,Préjudice,Drama
tt3468392,Sam,"Drama,Family"
tt3478962,Mon roi,"Drama,Romance"
tt3480146,Le temps des aveux,Drama
tt3519272,Les souvenirs,"Comedy,Drama"
tt3547740,La famille Bélier,"Comedy,Drama,Music"
tt3612616,Mommy,Drama
tt3711578,35 Cows and a Kalashnikov,Documentary
tt3716530,Elle,"Crime,Drama,Thriller"
tt3728130,Xun zhao Luo Mai,Drama
tt3759416,Astérix: Le domaine des dieux,"Adventure,Animation,Comedy"
tt3774694,Love,"Drama,Romance"
tt3791302,La tête haute,Drama
tt3792960,Le tout nouveau testament,"Comedy,Fantasy"
tt3794028,Mal de pierres,"Drama,Romance"
tt3805154,Belgian Disaster,Comedy
tt3858372,"Mune, le gardien de la lune","Adventure,Animation,Comedy"
tt3896710,On voulait tout casser,"Comedy,Drama"
tt3965866,Tous les chats sont gris,Drama
tt3985394,Marche avec moi,"Adventure,Comedy,Drama"
tt4008758,Black,"Action,Crime,Drama"
tt4023430,Solange et les vivants,Comedy
tt4024546,Bis,"Comedy,Fantasy"
tt4027334,Le bruit des arbres,Drama
tt4117206,Le convoi,"Action,Thriller"
tt4120176,L'avenir,Drama
tt4333662,They Will Have to Kill Us First,Documentary
tt4392438,La passion d'Augustine,Drama
tt4400038,Chocolat,"Biography,Drama"
tt4400058,Babysitting 2,Comedy
tt4450930,Le Hobbit: Le Retour du Roi du Cantal,Adventure
tt4505208,La vache,"Adventure,Comedy,Drama"
tt4531694,Pattaya,Comedy
tt4576612,Comment c'est loin,"Comedy,Drama,Music"
tt4632440,La danseuse,"Biography,Drama,History"
tt4643432,Dans les forêts de Sibérie,"Adventure,Drama"
tt4645368,Juste la fin du monde,Drama
tt4666926,Nuit de grève,Drama
tt4693612,Un profil pour deux,"Comedy,Romance"
tt4699388,Un homme à la hauteur,"Comedy,Romance"
tt4726636,Ma Loute,"Comedy,Fantasy"
tt4730986,Divines,"Crime,Drama"
tt4844148,Mia et le lion blanc,"Adventure,Drama,Family"
tt4896898,Chasse-Galerie,"Horror,Thriller"
tt4954522,Grave,"Drama,Horror"
tt4965254,Sorgoi Prakov,Horror
tt5077538,Père fils thérapie!,"Comedy,Crime"
tt5091538,La folle histoire de Max et Léon,"Adventure,Comedy,War"
tt5091612,Un sac de billes,"Biography,Drama,History"
tt5092380,Dans la brume,"Action,Drama,Mystery"
tt5096536,Réparer les vivants,Drama
tt5115024,Retour chez ma mère,"Comedy,Drama"
tt5143700,Snowtime!,"Animation,Comedy,Drama"
tt5148864,Les dissociés,Comedy
tt5157682,L'ascension,"Comedy,Drama,Romance"
tt5231916,La mécanique de l'ombre,"Action,Mystery,Thriller"
tt5258850,Au revoir là-haut,"Comedy,Crime,Drama"
tt5271420,Jérôme Lejeune: aux plus petits d'entre les miens,Documentary
tt5304464,Happy End,Drama
tt5326448,Merci patron!,Documentary
tt5348236,Sage femme,Drama
tt5351818,Rock'n Roll,"Comedy,Drama,Family"
tt5542786,Maserati: A Hundred Years Against All Odds,Documentary
tt5556408,Harry: Portrait d'un détective privé,Divers
tt5657028,Alibi.com,"Comedy,Romance"
tt5687334,Le Redoutable,"Biography,Comedy,Drama"
tt5699154,Le sens de la fête,"Comedy,Drama,Romance"
tt5736696,Raid dingue,"Action,Comedy,Crime"
tt5765586,La capitale du bruit,Comedy
tt5825150,Chacun sa vie,"Comedy,Drama"
tt5851904,Le grand méchant renard et autres contes...,"Adventure,Animation,Comedy"
tt5860860,Vape Wave,Documentary
tt5893264,D'après une histoire vraie,"Drama,Mystery,Thriller"
tt6089458,M/M,"Drama,Mystery,Thriller"
tt6135348,120 battements par minute,Drama
tt6194530,Ava,"Drama,Romance"
tt6194538,Le petit Spirou,"Comedy,Family"
tt6242262,La vallée des loups,Documentary
tt6243140,Les affamés,"Action,Adventure,Drama"
tt6367558,L'amant double,"Drama,Romance,Thriller"
tt6423776,Un beau soleil intérieur,"Comedy,Drama,Romance"
tt6512400,Nothing Is Forgiven,Documentary
tt6530104,"Hochelaga, Terre des Âmes",History
tt6556670,Qu'est-ce qu'on a encore fait au bon Dieu?,"Comedy,Drama"
tt6559390,L'apparition,"Drama,Mystery"
tt6738136,Revenge,"Action,Drama,Horror"
tt6785292,L'extraordinaire voyage de Marona,"Animation,Drama,Family"
tt6797946,Seule à mon mariage,Drama
tt6805422,Le trip à trois,Comedy
tt6823148,Benedetta,"Biography,Drama,Romance"
tt6838702,Tout le monde debout,"Comedy,Romance"
tt6899268,L'autre continent,"Drama,Romance"
tt6918220,Les Crevettes Pailletées,"Comedy,Drama,Sport"
tt6976172,"14 jours, 12 nuits",Drama
tt7014378,Le sommet des dieux,"Adventure,Animation,Drama"
tt7016254,Synonymes,"Comedy,Drama"
tt7048622,L'insulte,"Crime,Drama,Thriller"
tt7064498,Le retour du héros,"Comedy,History"
tt7136896,Alad'2,"Comedy,Fantasy"
tt7238392,Taxi 5,"Action,Comedy,Crime"
tt7431980,Après coup,Drama
tt7456310,Anna,"Action,Thriller"
tt7458762,Le chant du loup,"Action,Thriller"
tt7489816,Le jeu,"Comedy,Drama"
tt7631368,"I, Vampire",Horror
tt7682382,Mon bébé,"Comedy,Drama,Romance"
tt7801894,Persona non grata,"Drama,Thriller"
tt7807388,Cash Nexus,Drama
tt7816392,Lukas,"Action,Drama,Thriller"
tt7858472,Soeurs d'armes,"Action,Drama,War"
tt7882250,Jusqu'ici tout va bien,Comedy
tt7914282,Sashinka,Drama
tt7972012,OSS 117: Alerte rouge en Afrique noire,"Action,Comedy"
tt8080196,Fête de famille,"Comedy,Drama,Family"
tt8140646,Dernier Round,Drama
tt8242340,Aïlo: Une odyssée en Laponie,"Adventure,Documentary,Family"
tt8265928,Mon inconnue,"Comedy,Drama,Fantasy"
tt8329148,Terra Willy: Planète inconnue,"Adventure,Animation,Comedy"
tt8359848,Climax,"Drama,Horror,Music"
tt8398768,Mon ket,"Comedy,Drama"
tt8567862,La traversée,"Animation,Drama"
tt8613070,Portrait de la jeune fille en feu,"Drama,Romance"
tt8792898,L'amour flou,Comedy
tt8925540,Racetime,"Adventure,Animation,Family"
tt9133200,Entre deux trains,Drama
tt9144838,Le voyage du prince,"Adventure,Animation,Family"
tt9155512,Le visiteur du futur,"Action,Adventure,Comedy"
tt9163364,Cassy,Drama
tt9172422,La Belle Époque,"Comedy,Drama,Fantasy"
tt9284430,Le meilleur reste à venir,"Comedy,Drama"
tt9288726,La daronne,"Comedy,Crime,Drama"
tt9303772,Divorce Club,Comedy
tt9431080,Notre Dame,Comedy
tt9584814,Gloria Mundi,Drama
tt9697780,Slalom,"Drama,Sport"
tt9735462,Aline,"Biography,Comedy,Drama"
tt9844322,Kaamelott - Premier volet,"Adventure,Comedy,Fantasy"
