nconst,primaryName,knownForTitles
nm0756752,Hélène de Saint-Père,"tt0253005,tt0099855,tt0325030,tt10370486"
nm0812073,Mar Sodupe,"tt4888908,tt5046422"
nm1310723,Marie-Castille Mention-Schaar,"tt3289126,tt5766118,tt12443756,tt23741324"
nm0008787,Simon Abkarian,"tt0381061,tt0426279,tt0804522,tt0808417"
nm0038449,Ariane Ascaride,"tt0119620,tt0491901,tt0234988,tt9584814"
nm0042848,Serge Avedikian,"tt2671390,tt5717484,tt1644523,tt0319751"
nm0043203,Romen Avinian,"tt0379577,tt0234426,tt0113591,tt4203210"
nm0201669,Jean-Pierre Darroussin,"tt0118015,tt0474312,tt1508675,tt0319130"
nm0350167,Madeleine Guédiguian,"tt0119620,tt0491901,tt0363826,tt10584952"
nm0350168,Robert Guédiguian,"tt0119620,tt1852006,tt0234988,tt7219324"
nm0350168,Robert Guédiguian,"tt0119620,tt1852006,tt0234988,tt7219324"
nm0504267,Jalil Lespert,"tt10365998,tt2707858,tt0220726,tt0935030"
nm0583681,Gérard Meylan,"tt2935564,tt0136289,tt1852006,tt0119620"
nm2253011,Chorik Grigorian,tt0491901
nm2258216,Kristina Hovakimian,"tt7655052,tt8883686,tt0491901,tt29872936"
nm0000701,Kate Winslet,"tt0120338,tt0338013,tt0959337,tt0114388"
nm0000701,Kate Winslet,"tt0120338,tt0338013,tt0959337,tt0114388"
nm0141140,Isabelle Carré,"tt1565958,tt0814659,tt0259440,tt0119113"
nm0141140,Isabelle Carré,"tt1565958,tt0814659,tt0259440,tt0119113"
nm0415207,Luc Jacquet,"tt0428803,tt4466550,tt2873250,tt0756648"
nm1614779,Bertille Noël-Bruneau,"tt0756648,tt0410445,tt0765800"
nm1818397,Christophe Lioud,"tt4466908,tt0428803,tt2873250,tt1669583"
nm2887440,Thomas Laliberté,"tt30608037,tt0756648"
nm4596962,Camille Lambert,"tt7360510,tt7778596,tt0756648,tt8024212"
nm0004244,Jacques Tati,"tt0062136,tt0046487,tt0050706,tt0040497"
nm0051720,Paul Bandey,"tt0108500,tt4244994,tt0465494,tt1606610"
nm0158984,Sylvain Chomet,"tt0286244,tt0775489,tt0401711,tt0127710"
nm0232357,Jean-Claude Donda,"tt0775489,tt0286244,tt1661075,tt4450930"
nm0232357,Jean-Claude Donda,"tt0775489,tt0286244,tt1661075,tt4450930"
nm1146882,Tom Urie,"tt2763304,tt0775489,tt1320239,tt6445922"
nm1579244,Raymond Mearns,"tt12909260,tt1207009,tt0775489,tt0380366"
nm3946526,Eilidh Rankin,tt0775489
nm4047678,James T. Muir,tt0775489
nm4048274,Duncan MacNeil,"tt0775489,tt0416389,tt2228361"
nm0044865,Fabienne Babe,"tt0161721,tt0349225,tt0104356,tt0216834"
nm0065510,Louis Becker,"tt0119432,tt2102364,tt0075824,tt0996930"
nm0099346,Christian Bouillette,"tt0172046,tt3673792,tt0098575,tt21247132"
nm0152211,Marc Chapiteau,"tt0450188,tt0354086,tt0356459,tt0286917"
nm0482542,Sophie Laloy,"tt0783530,tt0401711,tt0293058,tt0197732"
nm0494066,Isild Le Besco,"tt0810077,tt0239507,tt1707198,tt3478962"
nm0778568,Edith Scob,"tt2076220,tt0053459,tt0237534,tt0836700"
nm1036642,Cécile Laloy,"tt0783530,tt0293058"
nm1914097,Julien Pabion,"tt1558741,tt0409184,tt0783530"
nm1927432,Judith Davis,"tt9066502,tt4084168,tt1191124,tt4601102"
nm3394043,Ondine Desfosses,"tt0290435,tt0783530"
nm3395006,Lucie Bourdeu,"tt7310230,tt1587877,tt6632000,tt0783530"
nm1413314,Ilan Saragosti,"tt0784994,tt12971286,tt0374031,tt17068614"
nm1454772,Claudette Jaiko,"tt0237250,tt14562410,tt0784994,tt0237801"
nm0000809,Daniel Auteuil,"tt0387898,tt0091288,tt1473063,tt0243493"
nm0000899,Monica Bellucci,"tt0213847,tt0242653,tt0234215,tt0465602"
nm0003508,Michel Blanc,"tt0109942,tt0097904,tt1781843,tt0087681"
nm0006734,Alain Corneau,"tt0103110,tt0098000,tt0318725,tt0075082"
nm0094782,Jacques Bonnaffé,"tt0086153,tt2303170,tt0242994,tt0795370"
nm0134642,Eric Cantona,"tt0127536,tt2720680,tt1242545,tt2811878"
nm0244850,Jacques Dutronc,"tt0103190,tt7040874,tt0073155,tt1748122"
nm0244999,Daniel Duval,"tt0075004,tt1247640,tt0387898,tt0085479"
nm0245164,Nicolas Duvauchelle,"tt1661420,tt0856288,tt0795370,tt1473063"
nm0577841,Gilbert Melki,"tt0473753,tt0808339,tt0120404,tt0795370"
nm0619600,Philippe Nahon,"tt0157016,tt0290673,tt0218871,tt0338095"
nm0702467,Michèle Pétin,"tt0329388,tt0152930,tt2326612,tt0804540"
nm0002020,Costa-Gavras,"tt0065234,tt0084335,tt0280653,tt0422015"
nm0002198,Charles Aznavour,"tt0054389,tt0814314,tt0120663,tt10749896"
nm0004124,Laurent Herbiet,"tt0800135,tt5736758,tt2294727,tt1883242"
nm0099134,Jacques Boudet,"tt0100263,tt1565958,tt0088315,tt0109771"
nm0103974,Salem Brahimi,"tt4520338,tt4520270,tt4520118,tt0209933"
nm0136001,Éric Caravaca,"tt6832776,tt0202283,tt0249935,tt0273148"
nm0201094,Jean-Pierre Dardenne,"tt2737050,tt1827512,tt0456396,tt1186369"
nm0201095,Luc Dardenne,"tt2737050,tt1827512,tt0456396,tt1186369"
nm0208426,Cécile de France,"tt0283900,tt0338095,tt1212419,tt0409184"
nm0302916,Guillaume Gallienne,"tt2315200,tt5966600,tt0422720,tt2707858"
nm0332709,Olivier Gourmet,"tt0291172,tt1781843,tt0411272,tt1827512"
nm0359331,Thierry Hancisse,"tt1605783,tt0772157,tt1406175,tt0759567"
nm0796207,Georges Siatidis,"tt0283509,tt0149546,tt0397388,tt1322333"
nm0813219,Bruno Solo,"tt0296318,tt0409937,tt1353040,tt0386919"
nm0836682,Robinson Stévenin,"tt0284573,tt0122693,tt0211504,tt1815798"
nm0000108,Luc Besson,"tt0119116,tt0110413,tt2872732,tt0100263"
nm0003133,Jean-Christophe Bouvet,"tt0422720,tt0804540,tt0295721,tt0183869"
nm0183258,Jean-Luc Couchard,"tt0804540,tt2877476,tt2435076,tt0814795"
nm0225899,Frédéric Diefenthal,"tt0804540,tt0295721,tt0152930,tt0183869"
nm0267188,Bernard Farcy,"tt0152930,tt0804540,tt0295721,tt0183869"
nm0470443,Gérard Krawczyk,"tt0281364,tt0804540,tt0091287,tt0183869"
nm0600180,Edouard Montoute,"tt0280665,tt8580270,tt0152930,tt0804540"
nm0618651,Samy Naceri,"tt0152930,tt0804540,tt0295721,tt0183869"
nm0803558,Emma Wiklund,"tt0152930,tt0804540,tt0295721,tt0183869"
nm0954238,Mourade Zeguendi,"tt1130988,tt0804540,tt2327453,tt1033917"
nm1460782,François Damiens,"tt1465487,tt1828995,tt8398768,tt3547740"
nm2717393,Driss Spinosa,"tt0804540,tt1290419"
nm0000218,Kristin Scott Thomas,"tt0280707,tt0116209,tt1602613,tt0109831"
nm0175931,Anne Consigny,"tt3716530,tt6938828,tt0401383,tt0808339"
nm0543547,Predrag 'Miki' Manojlovic,"tt0114787,tt0808339,tt7791188,tt0104860"
nm0577841,Gilbert Melki,"tt0473753,tt0808339,tt0120404,tt0795370"
nm0734558,Karel Roden,"tt1032755,tt1148204,tt0167190,tt0372183"
nm0803037,Tomer Sisley,"tt0808339,tt1723121,tt11286314,tt1683921"
nm0858048,Mélanie Thierry,"tt2333804,tt9777644,tt0364970,tt0808339"
nm0858048,Mélanie Thierry,"tt2333804,tt9777644,tt0364970,tt0808339"
nm0890982,Nicolas Vaude,"tt0237534,tt0808339,tt1322333,tt1872101"
nm0905357,Steven Waddington,"tt1464335,tt2084970,tt0162661,tt0101798"
nm1268534,Nathalie Gastaldo,"tt0485947,tt0808339,tt5261020,tt1565958"
nm1362432,Jérôme Salle,"tt1659619,tt2249221,tt0411118,tt1243957"
nm1366568,Radivoje Bukvic,"tt1606378,tt2938956,tt0936501,tt2199571"
nm0000366,Catherine Deneuve,"tt0283832,tt0061395,tt0168629,tt0059646"
nm0001687,Gena Rowlands,"tt0332280,tt0072417,tt0119313,tt0397101"
nm0001687,Gena Rowlands,"tt0332280,tt0072417,tt0119313,tt0397101"
nm0008787,Simon Abkarian,"tt0381061,tt0426279,tt0804522,tt0808417"
nm0037871,Sophie Arthuys,"tt0219139,tt0808417,tt0098488,tt0961097"
nm0201638,Danielle Darrieux,"tt0283832,tt0044314,tt0027951,tt0062873"
nm0303145,Jean-François Gallotte,"tt0090827,tt0229658,tt0279468,tt0229487"
nm0422045,François Jerosme,"tt2664838,tt0808417,tt0948535,tt2165236"
nm0557859,Chiara Mastroianni,"tt0808417,tt0110907,tt1815799,tt10115562"
nm1065166,Arié Elmaleh,"tt0474476,tt0796335,tt0808417,tt7124904"
nm1380747,Gabrielle Lopes Benites,"tt0808417,tt0417071,tt0469055,tt0428476"
nm1749112,Vincent Paronnaud,"tt0808417,tt1663321,tt7036616,tt10011228"
nm2274042,Marc-Antoine Robert,"tt0808417,tt1828995,tt1646127,tt9112776"
nm2275877,Xavier Rigault,"tt0808417,tt1828995,tt1646127,tt9112776"
nm2277869,Marjane Satrapi,"tt0808417,tt1567437,tt1663321,tt2459758"
nm0014133,Paul Ahmarani,"tt1638277,tt1374992,tt0260193,tt0810809"
nm0033501,Gabriel Arcand,"tt2860720,tt0090985,tt0210915,tt4741708"
nm0105450,Marie Brassard,"tt0117356,tt0128370,tt4899342,tt2385882"
nm0144045,Jean-Pierre Cassel,"tt0068361,tt0110907,tt0112769,tt0072281"
nm0246404,Luc Déry,"tt1255953,tt2316411,tt3106846,tt2011971"
nm0265852,Philippe Falardeau,"tt2652092,tt2011971,tt4116116,tt1163752"
nm0332709,Olivier Gourmet,"tt0291172,tt1781843,tt0411272,tt1827512"
nm0684560,Lorraine Pintal,"tt0189286,tt0810809,tt15044292,tt0146282"
nm0684788,Guy Pion,"tt0104638,tt0253345,tt0124858,tt2395307"
nm0840265,Janine Sutto,"tt0038010,tt0833595,tt0065632,tt0204143"
nm0846484,Claudia Tagbo,"tt13761678,tt0884335,tt1740798,tt28236414"
nm2282821,Arnaud Mouithys,tt0810809
nm0269401,Rosine Favey,"tt0814685,tt1605777,tt2330546,tt1048171"
nm0286245,Maud Forget,"tt0814685,tt0383197,tt3777224,tt0211504"
nm0356803,Estelle Lefébure,"tt0814685,tt0884335,tt2427220,tt1035729"
nm0494078,Samuel Le Bihan,"tt0237534,tt0814685,tt0111495,tt0411272"
nm0509876,Patrick Ligardes,"tt0814685,tt0465494,tt0377087,tt0238036"
nm0764759,David Saracino,"tt0814685,tt0382625,tt0274117,tt0103442"
nm0866119,Laurent Tolleron,"tt0814685,tt0331770,tt9082020,tt3750618"
nm0927907,Aurélien Wiik,"tt0814685,tt1421051,tt3659528,tt0220239"
nm1087423,Amélie Daure,"tt0814685,tt23898914,tt0338045,tt1279185"
nm1164755,Xavier Gens,"tt0814685,tt1535616,tt0775440,tt0465494"
nm1282803,Chems Dahmani,"tt1179034,tt0814685,tt1545759,tt1793239"
nm1675534,Karina Testa,"tt0814685,tt1064942,tt2141869,tt1401636"
nm0193629,Pierre Curzi,"tt0338135,tt0090985,tt0091785,tt0085874"
nm0221154,Yves Desgagnés,"tt0338135,tt0816631,tt3524922,tt0189275"
nm0350230,Maude Guérin,"tt0303858,tt0204471,tt0233309,tt1534993"
nm0603402,Jeanne Moreau,"tt0055032,tt0052556,tt0100263,tt0051378"
nm0719222,Gilles Renaud,"tt0401071,tt0129175,tt2552026,tt1625015"
nm0730629,Denise Robert,"tt0338135,tt0112714,tt1258134,tt2229319"
nm1815390,Patrice Bélanger,"tt0479647,tt0380732,tt6290542,tt0494190"
nm2284527,David Michaël,"tt1756750,tt3717016,tt0816631,tt0796813"
nm2295109,Charlotte Aubin,"tt4828090,tt5869620,tt15266800,tt7688134"
nm2295121,Thomas Lalonde,"tt0816631,tt1572863,tt1722639,tt1322410"
nm2296839,Hubert Lemire,"tt0816631,tt1048147,tt5954206,tt15016102"
nm2300382,Danny Gagné,"tt14084362,tt4896898,tt0816631,tt5954206"
nm0053903,Marc Barbé,"tt0450188,tt6330052,tt0821009,tt5606776"
nm0243355,Albert Dupontel,"tt0290673,tt2853614,tt5258850,tt10196398"
nm0271408,Mohamed Fellag,"tt2011971,tt1814672,tt1934205,tt1718801"
nm0470118,François Kraus,"tt9172422,tt7502234,tt3791302,tt0825248"
nm0536095,Benoît Magimel,"tt0254686,tt0118100,tt0337103,tt13702796"
nm0714534,Aurélien Recoing,"tt2278871,tt0279065,tt0310203,tt0375553"
nm0767710,Eric Savin,"tt0362225,tt3716530,tt7944348,tt0341588"
nm0802807,Florent-Emilio Siri,"tt0340163,tt0169348,tt0825248,tt2076176"
nm0853390,Lounès Tazairt,"tt1793239,tt0088362,tt0436982,tt0139111"
nm1196219,Vincent Rottiers,"tt2150332,tt0291131,tt4082068,tt1406161"
nm1343002,Abdelhafid Metalsi,"tt0408306,tt1259014,tt2707504,tt2181219"
nm2687912,Lounès Machene,tt0825248
nm0000300,Juliette Binoche,"tt0116209,tt2452254,tt1219827,tt1020773"
nm0320762,Hippolyte Girardot,"tt1149363,tt8847712,tt0401711,tt0420388"
nm0396284,Hsiao-Hsien Hou,"tt3508840,tt0283283,tt0459666,tt0087164"
nm0546753,François Margolin,"tt0198446,tt4000768,tt0826711,tt0285843"
nm0973796,Anna Sigalevitch,"tt2641648,tt0254686,tt4503126,tt4000768"
nm1848772,Damien Maestraggi,"tt0491656,tt4277264,tt1858582,tt1379191"
nm2196016,Kristina Larsen,"tt3469964,tt26347358,tt1753813,tt1606382"
nm2381962,Fang Song,"tt2332516,tt11646456,tt2834010,tt2088024"
nm2392049,Simon Iteanu,"tt0826711,tt0426701"
nm2459667,Aneliese Kelly,"tt29644368,tt1087484,tt0976014,tt1404830"
nm2791660,Charles-Edouard Renault,"tt0841044,tt0808417,tt3508840,tt1828995"
nm2875441,Louise Margolin,"tt4000768,tt0826711,tt2399531"
nm3609447,Monique Stalens,tt29740030
nm0087103,Saga Blanchard,"tt0085370,tt0869994,tt1992163,tt0830545"
nm0230696,Lola Doillon,"tt5038372,tt0830545,tt0283900,tt0792943"
nm1817887,Christa Théret,"tt2150332,tt1194616,tt4040042,tt0422015"
nm2325855,Gaël Tavares,"tt9172422,tt0830545,tt27487494,tt1322354"
nm2336252,Nicolas Schweri,"tt0830545,tt1566948"
nm2336316,Vincent Romoeuf,tt0830545
nm2336606,Jules Borie,tt0830545
nm2336640,Shomron Haddad,tt0830545
nm2336674,Eloïse Etrillard,"tt0830545,tt0392969"
nm2336735,Lucie Desclozeaux,"tt3754940,tt0830545,tt9384048,tt6690176"
nm2384175,Tristan Alcuna,tt0830545
nm2387781,Pierre Masserann,tt0830545
nm0019876,Yves Allaire,"tt0380089,tt0113664,tt0069477,tt0444954"
nm0082636,Emmanuel Bilodeau,"tt0364045,tt1663202,tt0284214,tt1699180"
nm0086396,Isabelle Blais,"tt1479388,tt1048147,tt0461872,tt0270288"
nm0109366,Pierre-Luc Brillant,"tt0401085,tt8449092,tt9064110,tt0420433"
nm0524217,Laurent Lucas,"tt4954522,tt0216800,tt3218580,tt0362246"
nm1195622,Noël Mitrani,"tt0832958,tt13371858,tt7431980,tt1744793"
nm1195622,Noël Mitrani,"tt0832958,tt13371858,tt7431980,tt1744793"
nm1856360,Jacinthe Pilote,"tt0119674,tt0832958,tt1020872,tt0907111"
nm1958450,Mélanie Pilon,"tt6866696,tt3036906,tt5835180,tt1840973"
nm2346228,Dan Chapman,tt0832958
nm2353489,Véronique Mitrani,"tt13371858,tt7431980,tt3775978,tt0832958"
nm6415830,Ghislaine Pilote,tt0832958
nm0001965,Élodie Bouchez,"tt0111019,tt0120449,tt0254199,tt0348876"
nm0008506,Lionel Abelanski,"tt0783233,tt2870756,tt0170705,tt2102355"
nm0071116,Valérie Benguigui,"tt2179121,tt1068646,tt0119344,tt1239455"
nm0268753,Anne Fassio,"tt0852970,tt2214852,tt0399343,tt0118022"
nm0268753,Anne Fassio,"tt0852970,tt2214852,tt0399343,tt0118022"
nm0480831,Axelle Laffont,"tt7205316,tt6831074,tt0281108,tt10341034"
nm0539376,Joseph Malerba,"tt0110413,tt0411272,tt0422720,tt1429534"
nm0767710,Eric Savin,"tt0362225,tt3716530,tt7944348,tt0341588"
nm1065166,Arié Elmaleh,"tt0474476,tt0796335,tt0808417,tt7124904"
nm1554762,Nicolas Jouxtel,"tt0428493,tt0354836,tt1262877,tt0781429"
nm1982556,Julie De Bona,"tt0444182,tt22180340,tt0429011,tt1101041"
nm0183668,Julien Courbey,"tt0196289,tt0202454,tt2445674,tt0825271"
nm0229139,Abel Jafri,"tt2239822,tt1149372,tt0335345,tt3409392"
nm0291790,Jacques Frantz,"tt1046173,tt1465487,tt0397508,tt0077295"
nm0435726,Jean-Pierre Kalfon,"tt0187474,tt0299710,tt0088591,tt0092797"
nm0483788,Jean-Marie Lamour,"tt1243957,tt0324133,tt0172057,tt0188318"
nm0494455,Bruno Le Millin,"tt0172040,tt0168400,tt0172027,tt0856162"
nm0522208,Jeanne Savary,"tt0296318,tt1353040,tt0409937,tt0422015"
nm0676017,Alexandre Pesle,"tt8305014,tt0173554,tt0180607,tt0409937"
nm0767032,Frédéric Saurel,"tt2375467,tt2800240,tt0284442,tt1412316"
nm1327692,Albert Menelik Tjamag,"tt13112984,tt13113042,tt13113084,tt8756992"
nm1644441,Olivier Chateau,"tt5085522,tt1773334,tt0856162,tt13366586"
nm1644441,Olivier Chateau,"tt5085522,tt1773334,tt0856162,tt13366586"
nm0001095,Béatrice Dalle,"tt0856288,tt0090563,tt0102536,tt10272534"
nm0296596,Dominique Frot,"tt10944760,tt0856288,tt0112769,tt0084358"
nm0545459,François-Régis Marchasson,"tt0856288,tt0167644,tt0276699,tt0855546"
nm0746022,Nathalie Roussel,"tt0099669,tt0856288,tt0099266,tt0276699"
nm1324984,Claude Lulé,"tt0856288,tt1401636,tt1060234,tt1399677"
nm1328517,Hyam Zaytoun,"tt0856288,tt4063800,tt0354286,tt5460548"
nm1574565,Alysson Paradis,"tt0856288,tt4009600,tt18548292,tt1280016"
nm1703817,Franck Ribière,"tt1242422,tt6186696,tt0488604,tt2093990"
nm2206548,Vérane Frédiani,"tt1242422,tt0488604,tt0856288,tt3467412"
nm2376614,Alexandre Bustillo,"tt0856288,tt11686490,tt2473750,tt2620590"
nm2377660,Julien Maury,"tt0856288,tt11686490,tt2473750,tt2620590"
nm2588665,Tahar Rahim,"tt1235166,tt2404461,tt4761112,tt11057302"
nm2590293,Emmanuel Guez,"tt0856288,tt6560332,tt2515180,tt2403634"
nm2602462,Jean-Baptiste Tabourin,tt0856288
nm0013520,George Aguilar,"tt0092455,tt0119892,tt0409572,tt0112515"
nm0028323,Lydia Andrei,"tt0181882,tt0216499,tt0232083,tt0288276"
nm0072354,Djamel Bensalah,"tt0182006,tt0365950,tt0281108,tt1830499"
nm0152075,Farid Chaouche,"tt2094898,tt0322420,tt0093111,tt0104261"
nm0295907,Michael Frislev,"tt2802850,tt0337692,tt1699748,tt5197820"
nm1324533,Vincent Valladon,"tt0305568,tt0418758,tt0865868,tt0172014"
nm2027009,Samy Seghir,"tt1683921,tt5466186,tt10092752,tt2347511"
nm2144959,Paolina Biguine,"tt0865868,tt0871848,tt1526744,tt0496585"
nm2253175,Jérémy Denisty,"tt1349856,tt2119511,tt0478566,tt4990340"
nm2846742,Samen Télesphore Teunou,"tt6858020,tt1349856,tt0477507,tt0865868"
nm2846889,Alexis Maah,"tt1082051,tt0865868,tt0298792,tt0392969"
nm3443177,Ian Angelov,tt0865868
nm3467434,Lidia Aspridi,tt0865868
nm0243355,Albert Dupontel,"tt0290673,tt2853614,tt5258850,tt10196398"
nm0244151,Romain Duris,"tt0411270,tt0283900,tt1465487,tt2027140"
nm0381418,Annelise Hesme,"tt0346491,tt0482088,tt0869994,tt0796335"
nm0458251,Cédric Klapisch,"tt0283900,tt13531468,tt0118015,tt0105260"
nm0491259,Mélanie Laurent,"tt0361748,tt1532503,tt1670345,tt6341832"
nm0506357,Bruno Levy,"tt0283900,tt0869994,tt5437928,tt4449576"
nm0524528,Fabrice Luchini,"tt1964624,tt0796335,tt0115638,tt2207050"
nm0815668,Zinedine Soualem,"tt0283900,tt1130988,tt1064932,tt0113247"
nm0895759,Karin Viard,"tt1661420,tt3547740,tt0869994,tt0101700"
nm1081826,Audrey Marnay,"tt0869994,tt2177771,tt2641648,tt1828995"
nm2246833,Xavier Robic,"tt0869994,tt12101170,tt26605367,tt1754795"
nm2473241,Joffrey Platel,"tt0869994,tt0174376,tt14449470,tt3223816"
nm0004347,Alain Goldman,"tt0450188,tt0364970,tt2398149,tt0112641"
nm0059971,Antoine Basler,"tt1235166,tt0118996,tt1388815,tt4691296"
nm0079312,Dominique Bettenfeld,"tt0344510,tt0112682,tt0211915,tt1149361"
nm0241121,Jean Dujardin,"tt1655442,tt0464913,tt0993846,tt0412535"
nm0320209,Vahina Giocante,"tt0424237,tt1135083,tt0875113,tt2252614"
nm0468007,Jan Kounen,"tt0276830,tt0108485,tt0493101,tt0118996"
nm0481044,Laurent Lafran,"tt0875113,tt2493230,tt0428430,tt0253900"
nm0548169,Nicolas Marié,"tt1149361,tt10196398,tt0327369,tt1550312"
nm0587791,Patrick Mille,"tt2359668,tt2641648,tt1459012,tt4467176"
nm0704474,Jocelyn Quivrin,"tt0875113,tt0365737,tt1194616,tt0418758"
nm0869850,Elisa Tovati,"tt0103442,tt0380835,tt0875113,tt1667100"
nm0973625,Fosco Perinti,"tt0337103,tt0875113,tt0207919,tt0242994"
nm2016577,Cendrine Orcier,"tt1149361,tt0875113,tt0444519,tt0498116"
nm0000872,Patrick Bauchau,"tt0258000,tt0115320,tt0319969,tt0090264"
nm0243355,Albert Dupontel,"tt0290673,tt2853614,tt5258850,tt10196398"
nm0276567,Alain Figlarz,"tt0342258,tt2872732,tt1397280,tt26776353"
nm0276567,Alain Figlarz,"tt0342258,tt2872732,tt1397280,tt26776353"
nm0346994,Marie Guillard,"tt0119116,tt2172934,tt2404311,tt0884335"
nm0445715,Marthe Keller,"tt0074860,tt0077539,tt1212419,tt0075774"
nm0496241,Guy Lecluyse,"tt5356186,tt1064932,tt0390808,tt0884335"
nm0496285,Cyril Lecomte,"tt3666954,tt10404944,tt2935564,tt1002920"
nm0674816,Claude Perron,"tt23931190,tt11541872,tt2024343,tt0115658"
nm0858048,Mélanie Thierry,"tt2333804,tt9777644,tt0364970,tt0808339"
nm0938381,Smadi Wolfman,"tt0884335,tt2364258,tt1124397,tt32152229"
nm2182866,Julien Leclercq,"tt13278100,tt1793239,tt27487473,tt4428728"
nm0008865,Emile Abossolo M'bo,"tt0102536,tt0465494,tt1639901,tt0103442"
nm0405578,Marion Hänsel,"tt0112491,tt0889222,tt0169156,tt0095529"
nm0405578,Marion Hänsel,"tt0112491,tt0889222,tt0169156,tt0095529"
nm0439157,Carole Karemera,"tt0990359,tt0400063,tt0889222,tt1043491"
nm1371957,Issaka Sawadogo,"tt1772947,tt4246894,tt2665182,tt2309941"
nm2432790,Asma Nouman Aden,tt0889222
nm2605557,Saïd Abdallah Mohamed,tt0889222
nm2607833,Ahmed Ibrahim Mohamed,tt0889222
nm3683977,Assia Aden Mohamed,tt0889222
nm3683983,Amina Aden Mohamed,tt0889222
nm3684387,Moussa Assan,tt0889222
nm3684404,Saïd Omar Aden,tt0889222
nm0126779,Marc Béland,"tt0229898,tt0833595,tt0383782,tt0191636"
nm0128212,Anne-Marie Cadieux,"tt0112714,tt0148002,tt0128370,tt0890887"
nm0142685,Jean-François Casabonne,"tt14131062,tt23551572,tt6034550,tt3583402"
nm0217219,François Delisle,"tt4040888,tt2274358,tt0890887,tt0417499"
nm0217219,François Delisle,"tt4040888,tt2274358,tt0890887,tt0417499"
nm0524217,Laurent Lucas,"tt4954522,tt0216800,tt3218580,tt0362246"
nm0744380,Michelle Rossignol,"tt0167575,tt0075036,tt0264496,tt0084560"
nm1716799,Raphaël Dury,"tt3385516,tt0401071,tt0494190,tt0420433"
nm1794551,Émilie Bibeau,"tt2388350,tt5578600,tt30335241,tt30308502"
nm1815390,Patrice Bélanger,"tt0479647,tt0380732,tt6290542,tt0494190"
nm2778194,Ève Cournoyer,tt0890887
nm2778719,Jeanne Gionnet-Lavigne,"tt1650048,tt0890887,tt1577226,tt5954206"
nm0221859,Jocelyne Desverchère,"tt0439322,tt1062924,tt3658934,tt0216689"
nm0369201,Didier Haudepin,"tt0114146,tt0079689,tt0093769,tt0089082"
nm0401094,Sylvie Huguel,"tt0099762,tt0473570,tt8427658,tt0785076"
nm0494066,Isild Le Besco,"tt0810077,tt0239507,tt1707198,tt3478962"
nm0513299,Lio,"tt0102147,tt0107479,tt0437526,tt0095386"
nm0576712,Pierre-Alain Meier,"tt0308977,tt0187803,tt2263058,tt11597784"
nm0711256,Michel Raskine,"tt0123923,tt0092823,tt0429200,tt0218289"
nm0802488,Christian Sinniger,"tt0281364,tt1247640,tt0388562,tt0253225"
nm0894211,Yves Verhoeven,"tt0102368,tt1726861,tt0269329,tt0112769"
nm0894211,Yves Verhoeven,"tt0102368,tt1726861,tt0269329,tt0112769"
nm0910609,Jeanne Waltz,"tt0910935,tt0424023,tt0142716,tt0281274"
nm1127864,Philippe Vuilleumier,"tt3796392,tt0308071,tt0910935,tt0382180"
nm2470217,Steven de Almeida,"tt0910935,tt0392969"
nm2670346,Maxime Kathari,"tt4041316,tt21964928,tt15289832,tt0910935"
nm0022969,Eric Altmayer,"tt1964624,tt2752200,tt10457128,tt4370784"
nm0022971,Nicolas Altmayer,"tt1964624,tt2752200,tt10457128,tt4370784"
nm0144039,Cécile Cassel,"tt5078204,tt0338097,tt1588335,tt2261749"
nm0210925,Camille De Pazzis,"tt2071645,tt2309295,tt2172103,tt0926759"
nm0241484,Roger Dumas,"tt0058203,tt0058658,tt0061095,tt0104008"
nm0303826,Jacques Gamblin,"tt0167926,tt0269461,tt1646974,tt0462667"
nm0343082,Marc-André Grondin,"tt0401085,tt1456635,tt0926759,tt2032388"
nm0951456,Zabou Breitman,"tt0259440,tt7534102,tt0087903,tt3600588"
nm1462495,Rémi Bezançon,"tt0926759,tt8263936,tt2077908,tt0436546"
nm1918862,Déborah François,"tt2070776,tt0487503,tt0456396,tt0926759"
nm2604251,Sarah Cohen-Hadria,"tt0926759,tt2304768,tt11830380,tt0814786"
nm2720118,Stanley Weber,"tt3006802,tt1736341,tt3531202,tt5932548"
nm2847812,Pio Marmaï,"tt4255626,tt13880104,tt1412316,tt0926759"
nm0000108,Luc Besson,"tt0119116,tt0110413,tt2872732,tt0100263"
nm0000108,Luc Besson,"tt0119116,tt0110413,tt2872732,tt0100263"
nm0001201,Mia Farrow,"tt0063522,tt0087003,tt0089853,tt0097123"
nm0004879,Snoop Dogg,"tt0139654,tt1860353,tt0255819,tt0335438"
nm0004914,Fergie,"tt0875034,tt1077258,tt0409182,tt0462322"
nm0266422,Jimmy Fallon,"tt3444938,tt1231460,tt0332047,tt0316732"
nm0383603,Freddie Highmore,"tt0308644,tt0367594,tt2188671,tt1645080"
nm0822802,Robert Stanton,"tt0120749,tt0327162,tt0104694,tt0419749"
nm1082477,Omar Sy,"tt1675434,tt0369610,tt1877832,tt3371366"
nm1411125,Selena Gomez,"tt2101441,tt1067774,tt0837562,tt2167202"
nm1443238,Will.i.am,"tt0458525,tt1436562,tt2357291,tt0479952"
nm2383250,Logan Miller,"tt1727776,tt5886046,tt9844522,tt5164432"
nm0224007,John DiMaggio,"tt5090568,tt14921986,tt2077823,tt6718170"
