nconst,primaryName,knownForTitles
nm5337705,Aleksandra Klebanska,"tt2404461,tt1872880"
nm5619260,Elyes Aguis,"tt2404461,tt7322210,tt14441788,tt3812016"
nm5619307,Jeanne Jestin,"tt2404461,tt2050499,tt5141494,tt8572922"
nm0509876,Patrick Ligardes,"tt0814685,tt0465494,tt0377087,tt0238036"
nm0516582,Jean-Louis Loca,"tt0286917,tt1034397,tt0892518,tt0107175"
nm0548169,Nicolas Marié,"tt1149361,tt10196398,tt0327369,tt1550312"
nm0553237,Pierre-François Martin-Laval,"tt0473910,tt1337152,tt4693588,tt0357111"
nm0560773,Monique Mauclair,"tt1179025,tt1304873,tt0881216,tt0081176"
nm0674816,Claude Perron,"tt23931190,tt11541872,tt2024343,tt0115658"
nm12035532,Sarah Fitri,"tt10122814,tt24053750,tt22813264,tt13392064"
nm13445762,Malik Frikah,"tt27490099,tt13823990,tt23867462,tt24053750"
nm1563330,Vincent Deniard,"tt7073522,tt4216902,tt0365190,tt10462338"
nm4363442,Jeff Panacloc,"tt11924388,tt24053750,tt9455018,tt22942046"
nm4363442,Jeff Panacloc,"tt11924388,tt24053750,tt9455018,tt22942046"
nm4401484,Tiphaine Daviot,"tt11703794,tt8268834,tt19818714,tt4725842"
nm0175931,Anne Consigny,"tt3716530,tt6938828,tt0401383,tt0808339"
nm0355696,Janice Hall,"tt0256338,tt0254939,tt0203259,tt0324313"
nm1037451,Dustin Guy Defa,"tt3358498,tt5247026,tt1628034,tt26443107"
nm1245775,Joy Seligsohn,"tt0395251,tt0982872,tt0309916,tt1107812"
nm1318410,Brooke Bloom,"tt0477302,tt1001508,tt0490076,tt7653254"
nm2796483,Ruben Amar,"tt2416376,tt1776116,tt5802404"
nm2796483,Ruben Amar,"tt2416376,tt1776116,tt5802404"
nm4059874,Hadi Ghandour,"tt5215110,tt1889414,tt15541654,tt1719519"
nm4106178,Olivia Costello,"tt2416376,tt4372732,tt2451780"
nm4106178,Olivia Costello,"tt2416376,tt4372732,tt2451780"
nm4178963,Lola Bessis,"tt2416376,tt6038954,tt8980622,tt13498934"
nm4178963,Lola Bessis,"tt2416376,tt6038954,tt8980622,tt13498934"
nm4178963,Lola Bessis,"tt2416376,tt6038954,tt8980622,tt13498934"
nm4782330,Makeda Declet,"tt2345481,tt0773264,tt5254868"
nm4961176,Paul Manza,"tt3277624,tt2416376,tt2294619"
nm5359554,Carl Titolo,tt2416376
nm7386277,David Solal,"tt6559884,tt5802404,tt8980622,tt2416376"
nm13960899,Aidan Beatty,"tt27196978,tt22796792,tt22796858,tt27826529"
nm14197256,Chris Denholm,tt24246948
nm14197256,Chris Denholm,tt24246948
nm14332260,Fredy Rivas,"tt24246948,tt31895404"
nm14332261,Isabelle Cliche,tt24246948
nm14332262,Melanie LaFrance,tt24246948
nm7283185,Douglas Vermeeren,"tt17220528,tt17320256,tt14868932,tt6350960"
nm0000606,Jean Reno,"tt0110413,tt0095250,tt0122690,tt0383216"
nm0002010,Christian Clavier,"tt0108500,tt0189192,tt0133385,tt0250223"
nm0002010,Christian Clavier,"tt0108500,tt0189192,tt0133385,tt0250223"
nm0002010,Christian Clavier,"tt0108500,tt0189192,tt0133385,tt0250223"
nm0099449,Véronique Boulanger,"tt15006842,tt0318806,tt0208349,tt0237106"
nm0154707,Marie-Anne Chazel,"tt0084555,tt0108500,tt0077276,tt0078907"
nm0239498,Franck Dubosc,"tt6838702,tt0473829,tt0463872,tt0953369"
nm0688585,Jean-Marie Poiré,"tt0108500,tt0189192,tt0100303,tt0120882"
nm0688585,Jean-Marie Poiré,"tt0108500,tt0189192,tt0100303,tt0120882"
nm0856500,Sylvie Testud,"tt0450188,tt1034415,tt0318725,tt0216578"
nm0856500,Sylvie Testud,"tt0450188,tt1034415,tt0318725,tt0216578"
nm0895759,Karin Viard,"tt1661420,tt3547740,tt0869994,tt0101700"
nm2321291,Stéphanie Crayencour,"tt1941585,tt7232126,tt5555502,tt2934292"
nm2987278,Ary Abittan,"tt2800240,tt1178181,tt4032428,tt6045466"
nm3367478,Alex Lutz,"tt7253216,tt21230186,tt4032450,tt2807730"
nm0064669,Marc Beaupré,"tt0220955,tt2486148,tt22531162,tt6290542"
nm0134811,Erik Canuel,"tt0479647,tt2033952,tt2486148,tt3891538"
nm0309945,Maxim Gaudette,"tt1255953,tt1194238,tt2486148,tt4881276"
nm0309945,Maxim Gaudette,"tt1255953,tt1194238,tt2486148,tt4881276"
nm0332259,Benoît Gouin,"tt1424797,tt2486148,tt0316463,tt3106846"
nm0495746,Pierre Leblanc,"tt0319262,tt0945513,tt1877832,tt0475944"
nm0495799,Laurence Leboeuf,"tt10936342,tt3672742,tt18249282"
nm0524217,Laurent Lucas,"tt4954522,tt0216800,tt3218580,tt0362246"
nm0545166,Sylvain Marcel,"tt0479647,tt2486148,tt9735462,tt27796416"
nm0747027,Gildor Roy,"tt2458582,tt2486148,tt0105235,tt1275521"
nm1773454,Mylène Dinh-Robic,"tt3340712,tt15351648,tt17525892,tt1181541"
nm1981948,Claude Moïse,"tt2486148,tt4040888,tt1534993,tt1862846"
nm0063327,Robert Bazil,"tt0272389,tt0307741,tt0168388,tt1520348"
nm0308039,Louis Garrel,"tt0309987,tt3281548,tt19841734,tt0996605"
nm0308042,Philippe Garrel,"tt0443844,tt0102137,tt0085839,tt3651326"
nm0401122,Jérôme Huguet,"tt0477507,tt0216787,tt1304873,tt0216689"
nm0609662,Anna Mouglalis,"tt0418110,tt1023441,tt4835480,tt1329457"
nm1081257,Esther Garrel,"tt5726616,tt5879998,tt7858472,tt7912678"
nm1163935,Rebecca Convenant,"tt0354170,tt0443844,tt2664012,tt2511670"
nm1614693,Eric Ruillat,"tt2511670,tt1326794"
nm2070899,Arthur Igual,"tt1653921,tt5048406,tt2094898,tt3794028"
nm4943565,Olga Milshtein,"tt6823148,tt13582752,tt30416258,tt2382422"
nm4965605,Manon Kneusé,"tt10345590,tt2070776,tt7530986,tt5078100"
nm0059971,Antoine Basler,"tt1235166,tt0118996,tt1388815,tt4691296"
nm0061669,Laurent Baudens,"tt2042432,tt13479592,tt4593054,tt4428840"
nm0099521,Bouli Lanners,"tt1756595,tt1176954,tt5072542,tt11188010"
nm0270784,Luc Feit,"tt1016150,tt2177771,tt1726252,tt2172151"
nm0584827,Fabrice Michel,"tt1533813,tt2522934,tt0405236,tt3451360"
nm0723198,Bruno Ricci,"tt0458339,tt2172934,tt1412316,tt0376444"
nm0753737,Jérémie Renier,"tt0780536,tt0237534,tt2076176,tt1827512"
nm1109153,Audrey Fleurot,"tt1675434,tt0477507,tt1288631,tt1605783"
nm1125131,Jean-Baptiste Andrea,"tt0308152,tt0488085,tt2522934,tt0775480"
nm1255770,Denis Jousselin,"tt0270707,tt9845110,tt30235784,tt2522934"
nm1462341,Affif Ben Badra,"tt1657507,tt0342258,tt0936501,tt0271027"
nm3274621,Mélusine Mayance,"tt1668200,tt2054790,tt1189076,tt2435968"
nm0008506,Lionel Abelanski,"tt0783233,tt2870756,tt0170705,tt2102355"
nm0153265,Alexandre Charlot,"tt1064932,tt1529235,tt0463872,tt22025926"
nm0239498,Franck Dubosc,"tt6838702,tt0473829,tt0463872,tt0953369"
nm0283997,Marina Foïs,"tt1661420,tt15006566,tt2050499,tt1167638"
nm0320812,Sara Giraudeau,"tt4063800,tt6805302,tt3854802,tt1261054"
nm0536251,Franck Magnier,"tt1064932,tt1529235,tt0463872,tt22025926"
nm0890982,Nicolas Vaude,"tt0237534,tt0808339,tt1322333,tt1872101"
nm1045062,Cyril Colbeau-Justin,"tt2315200,tt0390808,tt1545759,tt1747958"
nm1604952,Alain Cerrer,"tt1032842,tt1017813,tt0486474,tt0250151"
nm2176554,Manu Payet,"tt3202408,tt4386356,tt0441059,tt7027092"
nm5421822,Charles Crombez,"tt2538654,tt0461732"
nm5556686,Géraud Thomas,tt2538654
nm5556711,Claire Lombard,tt2538654
nm0313024,Camille Gentet,"tt0104003,tt6818118,tt5975354,tt25750424"
nm1081573,Philippe Katerine,"tt7476116,tt0270707,tt1329457,tt2641648"
nm1785320,Sophie Letourneur,"tt2004278,tt1509742,tt25750424,tt8076110"
nm1785320,Sophie Letourneur,"tt2004278,tt1509742,tt25750424,tt8076110"
nm0211841,Eric De Staercke,"tt10092752,tt2776074,tt3399032,tt16310662"
nm0522205,Sam Louwyck,"tt1895315,tt5492502,tt6340640,tt1821593"
nm0774386,Matthias Schoenaerts,"tt2053425,tt0810819,tt1821593,tt2873282"
nm1118769,Pierre-Ange Le Pogam,"tt0419294,tt1167638,tt0362225,tt0465494"
nm1417249,Jean-Benoît Ugeux,"tt6316662,tt10840070,tt12518452,tt2586120"
nm1731373,Stefaan Degand,"tt1827042,tt1783844,tt2150740,tt4659100"
nm1742427,Michaël R. Roskam,"tt1600196,tt1821593,tt2586120,tt4301160"
nm2650819,Adèle Exarchopoulos,"tt2278871,tt4746516,tt4428762,tt2586120"
nm3224925,Nabil Missoumi,"tt14465894,tt15120276,tt2586120,tt0920466"
nm3351138,Thomas Coumans,"tt0814795,tt6531888,tt2290129,tt4370784"
nm5387688,Nathalie Van Tongelen,"tt2070776,tt8375868,tt2586120,tt3561490"
nm7406522,Fabien Magry,"tt3821960,tt2586120,tt8951930,tt4529162"
nm0002100,Marie Gillain,"tt1035736,tt0115478,tt0102465,tt0112387"
nm0078704,Éric Besnard,"tt11083552,tt0364970,tt4084056,tt0205422"
nm0093807,Magali Bonat,"tt0329485,tt27530851,tt1661320,tt14534796"
nm0195747,Pasquale D'Inca,"tt8168678,tt1741542,tt8590080,tt0217119"
nm0737293,Vincent Roget,"tt8538552,tt10143498,tt5115024,tt3202120"
nm0933727,Lambert Wilson,"tt0234215,tt0327554,tt0242653,tt0300556"
nm1183312,Déborah Lamy,"tt8590080,tt0189281,tt0312687,tt25971180"
nm14623340,Betty Pierucci Berthoud,tt25971180
nm1595943,Pascal Gimenez,"tt13153470,tt18240922,tt25971180,tt3687802"
nm1687610,Grégory Gadebois,"tt1538221,tt3852408,tt3062242,tt2398149"
nm2246199,Antoine Gouy,"tt5078204,tt1355327,tt10345590,tt2531336"
nm9568063,Amandine Longeac,"tt9112776,tt14200930,tt16306342,tt25971180"
nm0034390,Niels Arestrup,"tt1235166,tt1568911,tt3129564,tt0401383"
nm0099748,Frédéric Bourboulon,"tt5652594,tt0109798,tt0910905,tt0429031"
nm0120431,Marie Bunel,"tt0372824,tt0098238,tt0106618,tt0167524"
nm0149348,Thomas Chabrol,"tt0322289,tt0109731,tt0259340,tt0173536"
nm0297004,Thierry Frémont,"tt3640424,tt0432398,tt0119034,tt0280665"
nm0310865,Julie Gayet,"tt4954522,tt1318061,tt0117815,tt2609222"
nm0508293,Thierry Lhermitte,"tt0119038,tt2609222,tt0084555,tt0119432"
nm0675521,Raphaël Personnaz,"tt1781769,tt1599975,tt1872102,tt2609222"
nm0706218,Bruno Raffaelli,"tt7252940,tt26446278,tt0168400,tt0103442"
nm0851724,Bertrand Tavernier,"tt0088318,tt0071622,tt0115822,tt0090557"
nm1326732,Anaïs Demoustier,"tt1282152,tt1852006,tt8903840,tt4428800"
nm1482301,Jérôme Seydoux,"tt10366460,tt5723272,tt7458762,tt3774114"
nm2162346,Alix Poisson,"tt1149361,tt2521668,tt5239494,tt1838603"
nm0044867,Paul Barbeau,"tt7737800,tt14176542,tt11161474,tt2543164"
nm0305036,Suzanne Garceau,"tt0292720,tt0148103,tt10928174,tt0267839"
nm0390775,Matt Holland,"tt0319262,tt0450314,tt0945513,tt1374992"
nm0484307,Micheline Lanctôt,"tt0088151,tt2035601,tt0080886,tt0106713"
nm0651831,Gabriel Marian Oseciuc,"tt0326828,tt0118647,tt0236982,tt0290102"
nm1000945,Artur Gorishti,"tt14137514,tt3950230,tt14171254,tt4557810"
nm12602665,Estherlande Zéphir,tt2610468
nm2141934,Frédéric Blanchette,"tt6290542,tt1458480,tt2786330,tt5835180"
nm5127876,Guillaume Collin,"tt6980960,tt0405265,tt2610468,tt2388350"
nm5263180,Shervin Nakhjavani,"tt3826460,tt2387312,tt7074804,tt2610468"
nm7193358,Vanessa Landry,"tt9114286,tt29135883,tt2610468,tt7960258"
nm9696129,Marilyne Massé,"tt2610468,tt2388350"
nm0098928,Raymond Bouchard,"tt0366532,tt0103534,tt0171013,tt0108905"
nm0153596,Alain Chartrand,"tt0358306,tt2624626,tt0173532,tt0104547"
nm0486472,Benoît Langlais,"tt2624626,tt0220955,tt0156859,tt2147731"
nm0681401,Luc Picard,"tt0460401,tt1275521,tt6320684,tt0237994"
nm1041543,Ariane-Li Simard-Côté,"tt11991786,tt0415402,tt1964855,tt2624626"
nm2066600,Vincent-Guillaume Otis,"tt1275521,tt17497936,tt3106846,tt2624626"
nm3921137,Mikhaïl Ahooja,"tt9897822,tt2624626,tt18699118,tt12017938"
nm4333251,Charles-Alexandre Dubé,"tt2624626,tt1756750,tt2185702,tt3809440"
nm4445061,Jean-François Poulin,"tt31433778,tt1242522,tt3924798,tt2624626"
nm4630698,Geneviève Boivin-Roussy,"tt6649682,tt2384328,tt2414040,tt2624626"
nm4762406,Kevin Parent,"tt1550312,tt1597396,tt6643540,tt0186895"
nm0639105,Éric Névé,"tt4025514,tt4936122,tt0143337,tt0118996"
nm11378468,Moussa Sow,"tt8332438,tt28113596,tt26256406,tt31852598"
nm14531795,Khady Mane,"tt26256406,tt4816922"
nm14531796,Mamadou Diallo,"tt26256406,tt4816922"
nm14572180,Binta Racine Sy,tt26256406
nm14874304,Ndiabel Diallo,tt26256406
nm14874305,Amadou Ndiaye,tt26256406
nm14876883,Oumar Samba Dia,tt26256406
nm15449810,Amadou Hady Sall,tt26256406
nm15449811,Chérif Diallo,tt26256406
nm15449812,Nima Ba,tt26256406
nm9967860,Ramata-Toulaye Sy,"tt26256406,tt15397592,tt8696440,tt8690948"
nm0167501,Suzanne Clément,"tt3612616,tt1650048,tt1424797,tt0813495"
nm0234715,Paul Doucet,"tt0324554,tt2388350,tt1259692,tt0762142"
nm0547428,Alexandre Marine,"tt0311673,tt0117508,tt0266076,tt0887783"
nm0633946,Serge Noël,"tt8359842,tt1533020,tt1922584,tt0343157"
nm3600973,Max Laferriere,"tt15351648,tt12948838,tt17663992,tt16030542"
nm3669732,Michael Rowe,"tt1537401,tt2625968,tt2341644,tt2294747"
nm5082175,Marc Primeau,"tt2185702,tt4245368,tt4270242,tt11577386"
nm5380568,Michael Riendeau,"tt1780798,tt6643540,tt4939038,tt2625968"
nm7004720,Ambrosio De Luca,"tt5109784,tt2582500,tt9395474,tt9138980"
nm10886194,Adrien Caulier,"tt27818862,tt10887622,tt11160406,tt19874600"
nm13620493,Raphael Mario Biagetti Espeute,"tt21410532,tt27674793,tt19874600,tt26259838"
nm14473147,Darius Robin,"tt28758979,tt26259838,tt31621019,tt28787559"
nm14473147,Darius Robin,"tt28758979,tt26259838,tt31621019,tt28787559"
nm14473148,Sheyenne Scanzi,tt26259838
nm14473149,Enzo Lorilloux Locciola,tt26259838
nm14473151,Romain Chauveau,"tt26259838,tt28758979"
nm14473154,Florentin Bastos,tt26259838
nm14473155,Elric Bergeret,tt26259838
nm14473156,Chloé Breton,tt26259838
nm14473158,Agathe Benazeraf,tt26259838
nm14473160,Noah Caillaud,tt26259838
nm14476885,Marc Jeanjacques,tt26259838
nm0800098,Claire Simon,"tt4741648,tt1182257,tt0120124,tt2127315"
nm2196016,Kristina Larsen,"tt3469964,tt26347358,tt1753813,tt1606382"
nm0183660,Clotilde Courau,"tt0450188,tt3651326,tt0100357,tt0104812"
nm0201669,Jean-Pierre Darroussin,"tt0118015,tt0474312,tt1508675,tt0319130"
nm0211376,Camille de Sablet,"tt6095616,tt26699529,tt0310164,tt0935048"
nm0694709,Miléna Poylo,"tt1255953,tt1048171,tt26448811,tt0318523"
nm0944508,Xiaoxing Cheng,"tt0350801,tt4654914,tt2815450,tt2800240"
nm10264855,Sonia Bonny,"tt14252964,tt7654872,tt27165867,tt26699529"
nm1738978,Anna Novion,"tt2396639,tt1087851,tt4063800,tt26699529"
nm2486832,Julien Frison,"tt1322116,tt26699529,tt12672536,tt13044528"
nm5050688,Ella Rumpf,"tt4954522,tt6082614,tt26699529,tt4105466"
nm6733369,Karl Ruben Noel,"tt26699529,tt11824818,tt5313948"
nm9496164,Ava Baya,"tt29260436,tt29733980,tt8694390,tt12264966"
nm9860937,Idir Azougli,"tt10696896,tt10404944,tt8459250,tt18556442"
nm0882943,Sonia Vachon,"tt1331291,tt0173533,tt0158539,tt1686069"
nm0895089,Pierre Verville,"tt1159995,tt1020872,tt2311852,tt3572654"
nm11424329,Véronique Vigneault,"tt26749243,tt14191124,tt16953276"
nm13490647,Matai Stevens,"tt24216998,tt13894660,tt26749243,tt8998584"
nm1817061,Édith Cochrane,"tt3480144,tt0473626,tt0437034,tt4653486"
nm2430153,Richard Turcotte,"tt22207786,tt26749243,tt0870032,tt1322410"
nm2621454,Minh Anh Truong,"tt26749243,tt1950077,tt4823752,tt2191474"
nm3903148,Jean-Moïse Martin,"tt6437058,tt10179334,tt1094629,tt26749243"
nm3955926,Jade Charbonneau,"tt16115550,tt11577386,tt19513144,tt13502506"
nm3955926,Jade Charbonneau,"tt16115550,tt11577386,tt19513144,tt13502506"
nm3955926,Jade Charbonneau,"tt16115550,tt11577386,tt19513144,tt13502506"
nm5119563,Marie-Evelyne Lessard,"tt2196560,tt10307440,tt2644944,tt10179334"
nm7444459,Laurent Allaire,"tt0347330,tt29514817,tt3134456,tt13839536"
nm8130185,Derrick Frenette,"tt26749243,tt14036932,tt10928174,tt5954206"
nm9861925,Jacob Whiteduck-Lavoie,"tt8461958,tt12252608,tt22392632,tt11448830"
nm0023517,Ruben Alves,"tt2261749,tt10123698,tt5078204,tt30426197"
nm0059974,Marianne Basler,"tt1605783,tt0093641,tt0242994,tt0096131"
nm0212158,Marie de Villepin,"tt1826610,tt2707858,tt4084598,tt0211286"
nm0302916,Guillaume Gallienne,"tt2315200,tt5966600,tt0422720,tt2707858"
nm0455895,Nikolai Kinski,"tt2640044,tt11311302,tt10545704,tt9184986"
nm0504267,Jalil Lespert,"tt10365998,tt2707858,tt0220726,tt0935030"
nm1357722,Laura Smet,"tt0361474,tt2707858,tt0405866,tt4565380"
nm2056511,Jean-Édouard Bodziak,"tt6367558,tt2707858,tt9151382,tt1730689"
nm2182605,Astrid Whettnall,"tt2207112,tt3877200,tt2460468,tt27487473"
nm2582755,Pierre Niney,"tt2707858,tt5029608,tt5061360,tt2186812"
nm3114649,Charlotte Le Bon,"tt2980648,tt4190530,tt11448830,tt4776998"
nm0174302,Marie-Sohna Condé,"tt1605783,tt1588335,tt0325948,tt1146320"
nm0275138,Andréa Ferréol,"tt0080610,tt0090366,tt0100361,tt0133385"
nm0530781,Denis Mpunga,"tt4954522,tt2435076,tt0117398,tt0110021"
nm0704322,Frédéric Quiring,"tt6021860,tt17049058,tt8476174,tt27128442"
nm1048105,Anne Caillon,"tt1412316,tt1656192,tt0326036,tt1519931"
nm1071149,Grégoire Bonnet,"tt2368619,tt1247640,tt0253839,tt1545759"
nm1229839,Anne Benoît,"tt1753813,tt0869994,tt0273069,tt10840070"
nm4988695,Barbara Bolotner,"tt2404311,tt3600588,tt14371426,tt2807730"
nm5171464,Mikaël Abecassis,"tt2193782,tt10143114,tt25967698,tt28244038"
nm5585713,Ahmed Sylla,"tt28236335,tt8139156,tt5157682,tt28487662"
nm6848464,Marc Riso,"tt30972128,tt9155512,tt11469136,tt7491128"
nm7079050,Camille Lou,"tt6155136,tt13381550,tt7998848,tt11469136"
nm0093740,Olivia Bonamy,"tt0465203,tt0133991,tt0274117,tt0443955"
nm0545356,Olivier Marchal,"tt0390808,tt1429534,tt1099219,tt15713012"
nm0737293,Vincent Roget,"tt8538552,tt10143498,tt5115024,tt3202120"
nm1155314,Philippe Guillard,"tt10746876,tt1548603,tt3896710,tt13134894"
nm2442143,Claude Musungayi,"tt9660688,tt8147656,tt5308084,tt8106538"
nm4070922,Mathieu Madénian,"tt8081408,tt14271432,tt4857596,tt6190050"
nm4253726,Nabiha Akkari,"tt13278100,tt5304464,tt2094898,tt5256098"
nm4848309,Solène Hébert,"tt7124904,tt2707858,tt6096030,tt2175747"
nm5264089,Tom Villa,"tt6206160,tt11950864,tt27128451,tt8923444"
nm7271615,Camille Aguilar,"tt10399608,tt6190050,tt5766118,tt6519410"
nm7381492,Sâm Mirhosseini,"tt11773846,tt5736696,tt15140278,tt4687882"
nm9863051,Saabo Balde,"tt13314762,tt11642430,tt14055038,tt27128451"
nm3732013,Antoine Boutet,"tt1569454,tt3755604,tt27159517,tt31546882"
nm0041315,Robin Aubert,"tt6243140,tt0473696,tt6664852,tt1629725"
nm0230859,Xavier Dolan,"tt1424797,tt2427892,tt1600524,tt3612616"
nm0234237,Anne Dorval,"tt3612616,tt1424797,tt1597396,tt0444950"
nm0343898,Daniel Grou,"tt1591622,tt5583512,tt0446233,tt2306299"
nm0545166,Sylvain Marcel,"tt0479647,tt2486148,tt9735462,tt27796416"
nm0693625,Julien Poulin,"tt0082320,tt0089085,tt0364045,tt0248300"
nm0796449,Gilbert Sicotte,"tt1787747,tt1259014,tt10441486,tt4720674"
nm1064928,Violette Chauveau,"tt2717528,tt7090140,tt1650048,tt4379180"
nm3623150,Sarianne Cormier,"tt7969836,tt2846584,tt26742497,tt10179334"
nm4411601,Marilyn Castonguay,"tt2032388,tt1657513,tt27796416,tt11388348"
nm5506763,Cynthia Trudel,"tt11699090,tt12017938,tt2717528,tt2388350"
nm0182839,Marion Cotillard,"tt0450188,tt1375666,tt2737050,tt2053425"
nm0201094,Jean-Pierre Dardenne,"tt2737050,tt1827512,tt0456396,tt1186369"
nm0201094,Jean-Pierre Dardenne,"tt2737050,tt1827512,tt0456396,tt1186369"
nm0201095,Luc Dardenne,"tt2737050,tt1827512,tt0456396,tt1186369"
nm0201095,Luc Dardenne,"tt2737050,tt1827512,tt0456396,tt1186369"
nm0255562,Alain Eloy,"tt2737050,tt0283509,tt0244173,tt4630550"
nm0294654,Denis Freyd,"tt2737050,tt1827512,tt0456396,tt8359822"
nm0740090,Fabrizio Rongione,"tt2737050,tt1827512,tt0285874,tt1186369"
nm1595165,Catherine Salée,"tt2278871,tt2737050,tt4042814,tt2112204"
nm2719128,Baptiste Sornin,"tt2737050,tt1827512,tt4538652,tt4630550"
nm3605317,Lara Persain,"tt2737050,tt1827512,tt4630550,tt12715472"
nm4159235,Myriem Akheddiou,"tt10944760,tt1827512,tt2737050,tt8359822"
nm6497349,Pili Groyne,"tt3792960,tt2737050,tt6531888,tt3218580"
nm6497350,Simon Caudry,"tt2737050,tt6136644,tt11087960,tt5175274"
nm6503540,Fabienne Sciascia,tt2737050
nm0083015,Thierry Binisti,"tt0241677,tt0312992,tt0268272,tt0443842"
nm0140632,Alexandre Carrière,"tt0156388,tt1064932,tt4322508,tt1661420"
nm0694709,Miléna Poylo,"tt1255953,tt1048171,tt26448811,tt0318523"
nm14205282,Ouday El Khoumisti,"tt27416499,tt14104600"
nm1595165,Catherine Salée,"tt2278871,tt2737050,tt4042814,tt2112204"
nm1958488,Ralph Amoussou,"tt10875696,tt6445112,tt4857616,tt1934234"
nm3294594,Farid Larbi,"tt1489372,tt1235166,tt0423713,tt5842890"
nm4393560,Alice Isaaz,"tt2261749,tt3716530,tt2536428,tt4447076"
nm5575653,Adam Bessa,"tt9317274,tt8936646,tt9252468,tt12263384"
nm6228933,Nelson Delapalme,"tt26605367,tt27416499,tt3202374,tt10868508"
nm8291194,Ilias Le Doré,"tt27416499,tt4795546,tt14542254,tt16912766"
nm9737149,Ilan Debrabant,"tt15565676,tt27416499,tt5175274,tt15173948"
nm0310298,Michel Gauthier,"tt4786310,tt0263967,tt0289884,tt0097153"
nm0320721,Rémy Girard,"tt0338135,tt1255953,tt0090985,tt0118764"
nm0332161,Richard Goudreau,"tt2747786,tt0118764,tt0186895,tt0137401"
nm0332161,Richard Goudreau,"tt2747786,tt0118764,tt0186895,tt0137401"
nm0350227,Luc Guérin,"tt0118764,tt1102132,tt2747786,tt0308064"
nm0582126,Marc Messier,"tt0106099,tt4132196,tt0118764,tt0170965"
nm2135691,Simon Pigeon,"tt2747786,tt2833074,tt7237148,tt13734572"
nm2520078,Maxime Desjardins-Tremblay,"tt0945588,tt2747786,tt1153111,tt1591622"
nm4970313,William Legault Lacasse,"tt2747786,tt2270502,tt1102132"
nm5553521,Samuel Gauthier,"tt2747786,tt8767908,tt7740284,tt6082618"
nm5553977,Maxime Gibeault,"tt2747786,tt18238200,tt8390134,tt4653486"
nm5554065,Derek Poissant,tt2747786
nm5554314,Jassen Charron,"tt29277216,tt2747786,tt1708473,tt4097798"
nm0536095,Benoît Magimel,"tt0254686,tt0118100,tt0337103,tt13702796"
nm14072724,Amani Alaa,"tt27502506,tt22243684,tt27996526,tt27301309"
nm14820947,Meriem Amiar,"tt27863458,tt27502506,tt13909924,tt4816922"
nm14894187,Haroun Attalah,tt27502506
nm14894188,Rayan Drici,tt27502506
nm14894189,Amar Guermoud,tt27502506
nm14894190,Maria Bentoumi,tt27502506
nm14894192,Bilel Bouzid,tt27502506
nm14894194,Zina Bouzid,tt27502506
nm2390477,Hugo Sélignac,"tt10404944,tt1440232,tt7476116,tt0362225"
nm2668884,Elias Belkeddar,"tt2965896,tt8435416,tt27502506,tt15445056"
nm3024530,Reda Kateb,"tt1790885,tt1235166,tt2366608,tt6247936"
nm0001648,Charlotte Rampling,"tt3544082,tt0324133,tt1527186,tt2094766"
nm0022969,Eric Altmayer,"tt1964624,tt2752200,tt10457128,tt4370784"
nm0022971,Nicolas Altmayer,"tt1964624,tt2752200,tt10457128,tt4370784"
nm0508085,Johan Leysen,"tt1440728,tt5827916,tt0237534,tt0108376"
nm0654830,François Ozon,"tt1964624,tt0283832,tt0324133,tt2752200"
nm0656768,Géraldine Pailhas,"tt0112883,tt2752200,tt0102520,tt0101364"
nm0682692,Frédéric Pierrot,"tt1661420,tt2752200,tt0308595,tt8669342"
nm0723865,Nathalie Richard,"tt1334260,tt10692788,tt0116650,tt0387898"
nm1714616,Djédjé Apali,"tt2752200,tt3202202,tt2174084,tt6599742"
nm2413428,Laurent Delbecque,"tt2752200,tt4322508,tt14271432,tt14039392"
nm3495707,Fantin Ravat,"tt2752200,tt5436192,tt1230432,tt1521794"
nm4297691,Marine Vacth,"tt2752200,tt6367558,tt12819094,tt5546300"
nm4808932,Lucas Prisor,"tt3716530,tt6290584,tt2752200,tt3129564"
nm0076889,Mélanie Bernier,"tt0425724,tt1828995,tt2070776,tt1793239"
nm0110501,Olivier Broche,"tt0270707,tt4555426,tt0921768,tt0399847"
nm0189887,Marie-Josée Croze,"tt0338135,tt0408306,tt0220627,tt0401383"
nm0218615,Pascal Demolon,"tt0118996,tt1259591,tt5535460,tt0228145"
nm0253018,Pascal Elbé,"tt1391143,tt14371818,tt0354855,tt4531006"
nm0392984,Ben Homewood,"tt6445112,tt5078204,tt0465234,tt1032755"
nm0494078,Samuel Le Bihan,"tt0237534,tt0814685,tt0111495,tt0411272"
nm0594856,Mathias Mlekuz,"tt9568486,tt0258068,tt6445112,tt1711484"
nm0951456,Zabou Breitman,"tt0259440,tt7534102,tt0087903,tt3600588"
nm1288712,Cécile Telerman,"tt0412298,tt2571502,tt0308152,tt1401625"
nm5674012,Camille Lellouche,"tt4680196,tt8265928,tt2835548,tt23867462"
nm0002076,Jason Flemyng,"tt0421715,tt0120735,tt0118956,tt0311429"
nm0133713,Isabelle Candelier,"tt0401445,tt0325948,tt31609000,tt10795846"
nm0136260,Philippe Carcassonne,"tt10272386,tt1035736,tt0117477,tt0105682"
nm0284774,Anne Fontaine,"tt4370784,tt1035736,tt5989394,tt0119773"
